slug,provider,actionButtons,toolType,tag,price,planType,planName,description,starred
dappkit,Dappkit,"[""[Website](https://dappkit.dev/)""]",SDK,"[""dApp development"",""Web3 SDK"",""Blockchain development"",""Smart contract interaction""]",$0,Free,,"It is a free, open-source Software Development Kit and platform that streamlines the creation and integration of web3 applications by providing pre-built tools, components, and code libraries",FALSE
dapp-launchpad,Dapp Launchpad,"[""[Website](https://github.com/0xPolygon/dapp-launchpad)""]",Tool,"[""JavaScript"",""Boilerplate""]",$0,Free,,Boilerplate and toolkits for launching Polygon dApps fast,FALSE
dapprovals-pay-as-you-go,dApprovals,"[""[Website](https://dapproval.com/)""]",Tool,"[""Code Review Approvals"",""Deployment Approvals"",""CI/CD Approvals"",""Infrastructure Approvals""]",£12/£18,Tiered,Basic/Standard,Provides services for managing and securing Web3 transaction approvals,FALSE
dapprovals-enterprise,dApprovals,"[""[Website](https://dapproval.com/)""]",Tool,"[""Code Review Approvals"",""Deployment Approvals"",""CI/CD Approvals"",""Infrastructure Approvals""]",Custom,Enterprise,Custom,Provides services for managing and securing Web3 transaction approvals,FALSE
datacurve-pay-as-you-go,DataCurve,"[""[Website](https://datacurve.io/)""]",AI,"[""AI platform"",""Customer data platform"",""Data analytics"",""CRM integration""]",Custom,Tiered,,"Provides high-quality training and evaluation data focused on coding and software engineering for large language models, operating as an AI data engine for major AI organizations",FALSE
datacurve-enterprise,DataCurve,"[""[Website](https://datacurve.io/)""]",AI,"[""AI platform"",""Customer data platform"",""Data analytics"",""CRM integration""]",Custom,Enterprise,,"Provides high-quality training and evaluation data focused on coding and software engineering for large language models, operating as an AI data engine for major AI organizations",FALSE
db3-js,db3.js,"[""[Docs](https://docs.db3.network/)""]",SDK,"[""Decentralized Database"",""Blockchain"",""InterPlanetary File System"",""Arweave""]",$0 ,TBD,,It provides a collection of JavaScript and TypeScript libraries for developers to connect and interact with Ethereum and other EVM-compatible blockchain nodes,FALSE
decent,Decent,"[""[Docs](https://docs.decent.xyz/development/split-fees)""]",Tool,"[""Blockchain development"",""Decentralized applications"",""Crypto payment gateway""]",$0,Free,,"It abstracts the complexities of blockchain interactions, allowing developers to integrate diverse on-chain crypto experiences into their applications more easily",FALSE
decubate-tms,Decubate TMS,"[""[Website](https://tms.finance/)""]",Tool,"[""No-code token platform"",""Token minting"",""Liquidity farming""]",up to $5K,Enterprise,,"It is a no-code, all-in-one platform that provides Web3 builders and projects with the necessary tools to launch, manage, and scale their tokens efficiently and securely",FALSE
defi-builder,DeFi Builder,"[""[Website](https://app.defibuilder.com)""]",Development platform,"[""No-code"",""SaaS"",""Web3 Development""]",Custom,TBD,,"It provides a suite of AI-powered, no-code development tools that enable developers and non-technical users to generate, audit, and deploy various decentralized applications and smart contracts on multiple blockchain networks",FALSE
dynamic-free,Dynamic,"[""[Website](https://www.dynamic.xyz/)""]",Development platform,"[""Software Development Tools"",""Application Development Tools"",""Platform as a Service"",""Integrated Development Environment""]",$0 ,TBD,,"It provides a suite of developer tools, primarily an SDK, to help integrate Web3 authentication, user management and non-custodial wallet infrastructure into applications",FALSE
dynamic-growth,Dynamic,"[""[Buy](https://www.dynamic.xyz/pricing)""]",Development platform,"[""Software Development Tools"",""Application Development Tools"",""Platform as a Service"",""Integrated Development Environment""]",$249/mo,TBD,,"It provides a suite of developer tools, primarily an SDK, to help integrate Web3 authentication, user management and non-custodial wallet infrastructure into applications",FALSE
dynamic-enterprise,Dynamic,"[""[Contact](https://calendly.com/nmendoza-fireblocks/dynamic?month=2026-01)""]",Development platform,"[""Software Development Tools"",""Application Development Tools"",""Platform as a Service"",""Integrated Development Environment""]",Custom,TBD,,"It provides a suite of developer tools, primarily an SDK, to help integrate Web3 authentication, user management and non-custodial wallet infrastructure into applications",FALSE
echidna,Echidna,"[""[Website](https://github.com/crytic/echidna)""]",Testing and Debugging,"[""Smart contract security"",""Fuzzing tool"",""Property-based testing"",""Ethereum developer tools"",""Solidity testing""]",$0,Free,,"It is an open-source property-based fuzzer for Ethereum smart contracts, developed by the security firm Trail of Bits",FALSE
embark,Embark,"[""[Website](https://github.com/embarklabs/embark)""]",Framework,"[""Game Development"",""Game Engine"",""Rust Programming Language"",""Open Source Tools"",""Rendering""]",$0 ,TBD,,"It provides tools for developing smart contracts, integrating with blockchain platforms like Ethereum and connecting to decentralized storage and communication platforms",FALSE
ens-js,ENSjs,"[""[Website](https://github.com/ensdomains/ensjs?tab=readme-ov-file)""]",Library,"[""Ethereum Name Service"",""ENS Domains"",""JavaScript Library"",""TypeScript"",""Web3 Development""]",$0 ,TBD,,It allows developers to interact with the Ethereum Name Service smart contracts and infrastructure,FALSE
enso,Enso,"[""[Website](https://www.enso.finance/)""]",Development platform,"[""Data analysis"",""Visual programming"",""Web3/blockchain development""]",$0,Free,,It is described as a blockchain development framework and shared execution network designed to simplify the creation of cross-chain applications by providing developers with tools like reusable Actions and Shortcuts,FALSE
ercx-free,ERCx,"[""[Website](https://ercx.runtimeverification.com/)""]",Testing and Debugging,"[""Blockchain Development"",""Web3 Security"",""Token Standards"",""Code Auditing""]",$0,TBD,,"It offers a conformance and property-checking platform for Ethereum smart contracts, specifically those implementing ERC token standards like ERC-20, ERC-721, and ERC-1155",FALSE
ercx-standard,ERCx,"[""[Buy](https://ercx.runtimeverification.com/pricing)""]",Testing and Debugging,"[""Blockchain Development"",""Web3 Security"",""Token Standards"",""Code Auditing""]",$100/mo,TBD,,"It offers a conformance and property-checking platform for Ethereum smart contracts, specifically those implementing ERC token standards like ERC-20, ERC-721, and ERC-1155",FALSE
ercx-enteprise,ERCx,"[""[Buy](https://ercx.runtimeverification.com/pricing)""]",Testing and Debugging,"[""Blockchain Development"",""Web3 Security"",""Token Standards"",""Code Auditing""]",$1K/mo,TBD,,"It offers a conformance and property-checking platform for Ethereum smart contracts, specifically those implementing ERC token standards like ERC-20, ERC-721, and ERC-1155",FALSE
eth-calldata-decoder,ETH Calldata Decoder,"[""[Website](https://calldata.swiss-knife.xyz/decoder)""]",Tool,"[""ETH calldata decoder"",""Ethereum calldata decoder"",""Decode transaction calldata"",""Smart contract debugger""]",$0,Free,,"It is a developer tool that translates raw, hexadecimal transaction input data i.e calldata into a human-readable format",FALSE
etherface-free,Etherface,"[""[Website](https://tracxn.com/d/companies/ether.fund/__uywUsO3Npr2yq5pyBve4Y12pW70FH8owmR57Y6NhbLk)""]",Tool,"[""Blockchain development"",""Web3"",""Smart contracts"",""Signature database""]",$0,Free,,"It provides Ethereum signature tools and data, which help developers and users identify and understand smart contract transactions",FALSE
etherface-enterprise,Etherface,"[""[Contact](https://tracxn.com/pricing)""]",Tool,"[""Blockchain development"",""Web3"",""Smart contracts"",""Signature database""]",Custom,Enterprise,,"It provides Ethereum signature tools and data, which help developers and users identify and understand smart contract transactions",FALSE
ethereum-boilerplate,Ethereum-boilerplate,"[""[Website](https://github.com/ethereum-boilerplate)""]",Tool,"[""NextJS"",""React"",""TypeScript"",""Smart Contracts"",""Meta Transactions""]",$0,Free,,"It provides a complete, out-of-the-box template for building full-stack decentralized applications (dApps) on Ethereum and other EVM-compatible blockchains",FALSE
ethereum-etl,Ethereum ETL,"[""[Website](https://github.com/blockchain-etl/ethereum-etl)""]",Tool,"[""Ethereum ETL"",""Blockchain data analytics"",""Web3 data infrastructure"",""ETL (Extract, Transform, Load)"",""On-chain data""]",$0,TBD,,"It provides Python and Rust scripts to extract, transform, and load (ETL) data from the Ethereum blockchain into more convenient formats like CSV files, JSON files, or relational databases (such as PostgreSQL)",FALSE
ethereum-hdwallet-free,Ethereum-hdwallet,"[""[Website](https://docs.pypi.org/)"",""[Docs](https://docs.pypi.org/organization-accounts/pricing-and-payments/)""]",Library,"[""Bip32"",""Bip44"",""Mnemonic"",""Seed"",""Blockchain"",""Accounts"",""Keystore""]",$0,TBD,,"It provides tools for developers to securely manage Ethereum accounts and sign transactions within their applications, typically using a single mnemonic phrase",FALSE
ethereum-hdwallet-pay-as-you-go,Ethereum-hdwallet,"[""[Buy](https://docs.pypi.org/)"",""[Docs](https://docs.pypi.org/organization-accounts/pricing-and-payments/)""]",Library,"[""Bip32"",""Bip44"",""Mnemonic"",""Seed"",""Blockchain"",""Accounts"",""Keystore""]",$5/person/mo,TBD,,"It provides tools for developers to securely manage Ethereum accounts and sign transactions within their applications, typically using a single mnemonic phrase",FALSE
ethers-js,Ethers.js,"[""[Website](https://docs.ethers.org/v6/)""]",Library,"[""JavaScript"",""TypeScript"",""Library"",""dApp development""]",$0,TBD,,It is a comprehensive JavaScript and TypeScript toolkit that provides developers with a robust and simple way to interact with the Ethereum blockchain and its broader ecosystem,FALSE
ethersplay,Crytic,"[""[Website](https://github.com/crytic/ethersplay)""]",Tool,"[""Disassembler"",""Smart Contracts"",""Reverse Engineering""]",$0,TBD,,It operates as a plugin within the Binary Ninja reverse engineering platform,FALSE
etherspot,Etherspot Prime SDK,"[""[Docs](https://etherspot.fyi/)""]",SDK,"[""Account Abstraction"",""Wallet SDK""]",$0,Free,,Account Abstraction SDK providing Web2-like smart wallet experiences i.e social logins batched transactions to Ethereum dApps,FALSE
eth-tx,EthTx,"[""[Website](https://github.com/EthTx/ethtx)""]",Tool,"[""Ethereum transaction decoder"",""Blockchain transaction analysis""]",$0,Free,,"It is a developer and analyst tool that decodes Ethereum transactions into a human-readable format, providing valuable insights into the underlying smart contract logic and token flows",FALSE
ethui,Ethui,"[""[Website](https://github.com/ethui/ethui)""]",Tool,"[""Desktop-Native Interface""]",$0,TBD,,It is desktop-native Ethereum development toolkit that integrates crypto wallet functionalities with tools aimed at improving the workflow for smart contract and dApp development and testing,FALSE
evm-2,EVM2,"[""[Website](https://github.com/hananbeer/evm2)""]",Testing and Debugging,"[""EVM tools"",""Blockchain developer tools"",""Smart contract development""]",$0,Free,,It provides a crucial sandbox environment for developers to meticulously analyze and verify the behavior of their smart contracts locally and in detail before deploying them to a public blockchain network,FALSE
evmdis,Evmdis,"[""[Website](https://github.com/Arachnid/evmdis)""]",Tool,"[""Ethereum Virtual Machine Disassembler""]",$0,TBD,,It is Ethereum Virtual Machine disassembler that analyzes smart contract bytecode to make it more understandable for developers and security researchers,FALSE
evmole,Evmole,"[""[Website](https://github.com/cdump/evmole)""]",Library,"[""EVM Bytecode Analysis"",""Smart Contract Analysis"",""ABI Extraction"",""Function Selector Decoding""]",Custom,TBD,,"It provides a library for extracting function selectors, arguments, and other key information from Ethereum Virtual Machine (EVM) bytecode, even for unverified smart contracts",FALSE
evm-toolkit,EVM Toolkit,"[""[Website](https://quilt.github.io/etk/)""]",Tool,"[""EVM Toolkit"",""Ethereum Virtual Machine"",""Blockchain developer tools"",""Smart contract development""]",$0,Free,,"It provides fundamental utilities, specifically an assembler and a disassembler, for working with raw EVM bytecode",FALSE
failsafe,FailSafe,"[""[Website](https://getfailsafe.com/)""]",Security and compliance,"[""AI Security"",""Penetration Testing"",""Real-Time Threat Detection"",""Security Audits""]",$0,Free,,"It focused on security and compliance for the blockchain, Web3 and AI industries",FALSE
forge,Forge,"[""[Website](https://github.com/foundry-rs/foundry/tree/master/crates/forge)""]",Tool,"[""Command-line tool""]",$0,Free,,"It is a command-line interface tool designed for Ethereum developers to build, test, debug, deploy and verify Solidity smart contracts",FALSE
foundry,Foundry,"[""[Docs](https://book.getfoundry.sh/)""]",Framework,"[""Rust"",""Framework""]",$0,Free,,Solidity-native smart contract development toolkit written in Rust offering blazing-fast compilation and testing,FALSE
fuzzlib,Fuzzlib,"[""[Website](https://github.com/perimetersec/fuzzlib)""]",Library,"[""Fuzz Testing"",""Software Testing"",""Security Testing"",""Vulnerability Research""]",$0,Free,,It helps Web3 developers enhance the security and stability of their smart contracts by streamlining the fuzzing process,FALSE
ganache,Ganache,"[""[Docs](https://archive.trufflesuite.com/docs/ganache/)""]",Tool,"[""Local blockchain"",""Testing""]",$0,Free,,Personal Ethereum blockchain for local development enabling fast testing of contracts in a controlled environment,FALSE
gas-station-network,Gas Station Network,"[""[Docs](https://docs.polygon.technology/tools/gas/polygon-gas-station/)""]",Tool,"[""Web"",""API""]",$0,Free,,Gas price oracle API and dashboard for Polygon estimating current gas prices for dApps UX,FALSE
halliday,Halliday,"[""[Docs](https://docs.halliday.xyz/)""]",SDK,"[""SDK""]",$0,Free,,"Fiat-to-crypto onramp via credit cards, Apple Pay and Google Pay for GHO/GRASS",FALSE
hardhat,Hardhat,"[""[Docs](https://hardhat.org/docs)""]",Framework,"[""JavaScript"",""Framework""]",$0,Free,,Versatile Ethereum development framework simplifying smart contract building testing and deployment,FALSE
hela,HeLa,"[""[Website](https://helalabs.com/)""]",AI,"[""Static Application Security Testing"",""Secret Scanning"",""CI/CD Pipeline Security""]",$0.02/Gas fee,Pay-as-you-go,,"It provides a modular, EVM-compatible Layer-1 blockchain platform for building dApps, supporting applications involving personalized AI and real-world use cases",FALSE
hokusai,Hokusai,"[""[Website](https://github.com/artsy/hokusai)""]",Tool,"[""Docker""]",$0,TBD,,"It is designed to simplify the application development, testing and deployment lifecycle for developers",FALSE
huff,Huff,"[""[Website](https://huff.sh/)""]",SDK,"[""EVM programming language"",""Ethereum smart contracts"",""Low-level smart contract language""]",$0,Free,,It is a low-level programming language and associated ecosystem of developer tools used for writing extremely optimized smart contracts on the Ethereum Virtual Machine,FALSE
huffmate,Huffmate,"[""[Website](https://github.com/huff-language/huffmate)""]",Library,"[""Huff-language"",""Smart-contracts"",""Solidity-tools""]",$0,Free,,"It provides a library of hyper-optimized Huff smart contracts intended as resources for learning and implementation, rather than a compiler or debugger",FALSE
intellij-solidity-plugin,Intellij Solidity Plugin,"[""[Website](https://github.com/intellij-solidity/intellij-solidity)""]",Tool,"[""IntelliJ"",""JetBrains"",""IDE Plugin""]",$0,Free,,"It provides a comprehensive suite of developer tools that deeply integrate the writing, testing, debugging, and deployment of Solidity smart contracts directly within the JetBrains integrated development environment",FALSE
ipfs,IPFS,"[""[Docs](https://docs.ipfs.io/)""]",Tool,"[""Go"",""JavaScript"",""Storage""]",$0,Free,,Distributed file storage protocol commonly used by Polygon dApps,FALSE
jeb-decompiler,PNF Software,"[""[Website](https://www.pnfsoftware.com/jeb/manual/ethereum/)""]",Testing and Debugging,"[""Reverse Engineering"",""Decompiler"",""Disassembler"",""Debugger"",""Code Analysis""]",$0,Free,,"It is a powerful interactive reverse-engineering platform used for the disassembly, decompilation, debugging, and analysis of complex code and document files",FALSE
kevm,KEVM,"[""[Website](https://github.com/runtimeverification/evm-semantics)""]",Tool,"[""Formal Verification"",""Formal Methods"",""K Framework""]",$0,Free,,"It allows developers to write custom tests and work with the underlying semantics of a blockchain environment, such as Cardano's EVM layer, before it is fully launched",FALSE
krebit,Krebit,"[""[Website](https://hackers.tools/d/krebit)""]",Tool,"[""Decentralized identity"",""Verifiable credentials"",""Web3 reputation systems""]",$0,Free,,It is a reputation scoring platform for digital assets and decentralized finance that allows developers to integrate creditworthiness credentials into their applications,FALSE
kriptonio-free,Kriptonio,"[""[Website](https://kriptonio.com/)"",""[Docs](https://docs.kriptonio.com/)""]",Development platform,"[""Web3 Developer Tools"",""Account Abstraction"",""Embedded Wallets"",""Web3 SDK"",""Gasless Transactions"",""Blockchain APIs""]",$0,TBD,,"It offers infrastructure and services that allow developers to build, deploy and manage decentralized solutions without handling all the complexities of the underlying blockchain protocols",FALSE
kriptonio-personal,Kriptonio,"[""[Buy](https://kriptonio.com/)"",""[Docs](https://docs.kriptonio.com/)""]",Development platform,"[""Web3 Developer Tools"",""Account Abstraction"",""Embedded Wallets"",""Web3 SDK"",""Gasless Transactions"",""Blockchain APIs""]",$0,TBD,,"It offers infrastructure and services that allow developers to build, deploy and manage decentralized solutions without handling all the complexities of the underlying blockchain protocols",FALSE
kriptonio-starter,Kriptonio,"[""[Buy](https://kriptonio.com/)"",""[Docs](https://docs.kriptonio.com/)""]",Development platform,"[""Web3 Developer Tools"",""Account Abstraction"",""Embedded Wallets"",""Web3 SDK"",""Gasless Transactions"",""Blockchain APIs""]",$59/mo,TBD,,"It offers infrastructure and services that allow developers to build, deploy and manage decentralized solutions without handling all the complexities of the underlying blockchain protocols",FALSE
kriptonio-growth,Kriptonio,"[""[Buy](https://kriptonio.com/)"",""[Docs](https://docs.kriptonio.com/)""]",Development platform,"[""Web3 Developer Tools"",""Account Abstraction"",""Embedded Wallets"",""Web3 SDK"",""Gasless Transactions"",""Blockchain APIs""]",$259/mo,TBD,,"It offers infrastructure and services that allow developers to build, deploy and manage decentralized solutions without handling all the complexities of the underlying blockchain protocols",FALSE
kriptonio-enterprise,Kriptonio,"[""[Contact](https://kriptonio.com/)"",""[Docs](https://docs.kriptonio.com/)""]",Development platform,"[""Web3 Developer Tools"",""Account Abstraction"",""Embedded Wallets"",""Web3 SDK"",""Gasless Transactions"",""Blockchain APIs""]",Custom,TBD,,"It offers infrastructure and services that allow developers to build, deploy and manage decentralized solutions without handling all the complexities of the underlying blockchain protocols",FALSE
kurtosis,Kurtosis,"[""[Website](https://www.kurtosis.com/)""]",Development platform,"[""Reproducible testnets"",""Private testnets"",""Docker"",""Kubernetes"",""Ethereum developer tools""]",$0,Free,,"It offers a platform for packaging, launching, and managing ephemeral development and testing environments for distributed systems, especially in the Web3/blockchain space",FALSE
laika-ai,Laika AI,"[""[Website](https://laikalabs.ai/)""]",AI,"[""AI"",""On-chain Data"",""Analytics""]",Custom,TBD,,"It offers an enterprise API and a SDK for custom agent development, allowing other developers to integrate its analytics and smart contract auditing features into their own applications",FALSE
lens-sdk,Lens,"[""[Website](https://github.com/lens-protocol/lens-sdk)""]",SDK,"[""Decentralized Social Graph"",""Social Network"",""dApp Development"",""Developer Tools"",""Social Features""]",$0,TBD,,"It offers developers the infrastructure and tools required to build decentralized social media applications on the Lens Protocol, a decentralized social graph on the Polygon blockchain",FALSE
limechain,LimeChain,"[""[Website](https://limechain.tech)""]",Development platform,"[""Consulting"",""Development"",""Blockchain""]",Custom,TBD,,"It helps developers create smart contracts, run nodes, manage multi-sigs and integrate AI agents for enhanced Web3 projects",FALSE
livepeer-js-free,Livepeer.js,"[""[Website](https://www.livepeer.org/)"",""[Docs](https://docs.livepeer.org/developers/introduction)""]",Development platform,"[""Decentralized Video"",""Web3 Development"",""AI Processing""]",$0,TBD,,"It is a suite of JavaScript tools and SDKs that enables developers to easily integrate decentralized live and on-demand video streaming, transcoding and AI-powered video processing into their web3 applications",FALSE
livepeer-js-pay-as-you-go,Livepeer.js,"[""[Buy](https://livepeer.studio/pricing)"",""[Docs](https://docs.livepeer.org/developers/introduction)""]",Development platform,"[""Decentralized Video"",""Web3 Development"",""AI Processing""]",up to $100/mo,TBD,,"It is a suite of JavaScript tools and SDKs that enables developers to easily integrate decentralized live and on-demand video streaming, transcoding and AI-powered video processing into their web3 applications",FALSE
livepeer-js-enterprise,Livepeer.js,"[""[Buy](https://livepeer.studio/pricing)"",""[Docs](https://docs.livepeer.org/developers/introduction)""]",Development platform,"[""Decentralized Video"",""Web3 Development"",""AI Processing""]",up to $2.5K/mo,TBD,,"It is a suite of JavaScript tools and SDKs that enables developers to easily integrate decentralized live and on-demand video streaming, transcoding and AI-powered video processing into their web3 applications",FALSE
loop-decoder,Loop Decoder,"[""[Website](https://github.com/3loop/loop-decoder)""]",Library,"[""Code Debugger"",""Developer Tool"",""Code Analysis Tool""]",Custom,TBD,,It offers an all-in-one toolkit designed to simplify Ethereum Virtual Machine (EVM) transaction decoding for web3 developers,FALSE
magic,Magic,"[""[Website](https://magic.link/)""]",SDK,"[""Email login"",""Social logins"",""Wallet SDK""]",$0,Free,,Web3 onboarding SDK for creating non-custodial wallets using familiar Web2 logins eliminating seed phrases,FALSE
maian,Maian,"[""[Website](https://github.com/ivicanikolicsg/MAIAN)""]",Tool,"[""Smart Contract Vulnerability Detection"",""Ethereum Smart Contracts"",""Blockchain Security Tools"",""Vulnerability Detection""]",$0,TBD,,It used for static and dynamic analysis to detect security vulnerabilities in Ethereum smart contracts,FALSE
matic-js,Matic.js,"[""[Website](https://github.com/0xPolygon/matic.js)""]",Library,"[""JavaScript"",""SDK""]",$0,TBD,,Official JavaScript SDK for cross-chain bridging and asset management on Polygon,FALSE
mimic,Mimic,"[""[Website](https://mimic.fi/)""]",Development platform,"[""Blockchain automation"",""Decentralized finance"",""Smart contracts"",""Cross-chain operations""]",Custom,Enterprise,,It provides a decentralized automation protocol and developer tools for building and scaling on-chain logic and decentralized finance operations without requiring complex smart contracts,FALSE
moralis-free,Moralis,"[""[Website](https://moralis.com/)"",""[Docs](https://docs.moralis.io/)""]",Development platform,"[""Web3 SDK"",""Data APIs""]",$0,Free,,One-stop web3 development platform offering a unified SDK and APIs for building dApps,FALSE
moralis-pay-as-you-go,Moralis,"[""[Buy](https://moralis.com/pricing/)"",""[Docs](https://docs.moralis.io/)""]",Development platform,"[""Web3 SDK"",""Data APIs""]",$59/$249/$749/mo,Tiered,Started/Pro/Business,One-stop web3 development platform offering a unified SDK and APIs for building dApps,FALSE
moralis-enterprise,Moralis,"[""[Contact](https://moralis.com/pricing/)"",""[Docs](https://docs.moralis.io/)""]",Development platform,"[""Web3 SDK"",""Data APIs""]",Custom,Enterprise,,One-stop web3 development platform offering a unified SDK and APIs for building dApps,FALSE
mosaia-free,Mosaia,"[""[Website](https://www.mosaia.io/)""]",AI,"[""Building and deploying AI agents and teams""]",$0,Free,,"It is a platform for developers and non-developers to build, deploy, and manage autonomous AI agents that connect with external applications and data sources",FALSE
mosaia-pay-as-you-go,Mosaia,"[""[Buy](https://www.mosaia.io/pricing)""]",AI,"[""Building and deploying AI agents and teams""]",$19/$349/mo,Tiered,Explorer/Pro,"It is a platform for developers and non-developers to build, deploy, and manage autonomous AI agents that connect with external applications and data sources",FALSE
mosaia-enterprise,Mosaia,"[""[Contact](https://calendly.com/cyril-mosaia)""]",AI,"[""Building and deploying AI agents and teams""]",Custom,Enterprise,,"It is a platform for developers and non-developers to build, deploy, and manage autonomous AI agents that connect with external applications and data sources",FALSE
mpcvault-free,MPCVault,"[""[Website](https://mpcvault.com/)""]",Development platform,"[""Transaction simulation"",""API integration"",""expense management"",""hardware security""]",$0,Free,,Digital asset custody and wallet infrastructure,FALSE
mpcvault-pay-as-you-go,MPCVault,"[""[Buy](https://mpcvault.com/pricing)""]",Development platform,"[""Transaction simulation"",""API integration"",""expense management"",""hardware security""]",$255/$1280/mo,Tiered,Small team/Business,Digital asset custody and wallet infrastructure,FALSE
mpcvault-enterprise,MPCVault,"[""[Contact](https://mpcvault.com/pricing)""]",Development platform,"[""Transaction simulation"",""API integration"",""expense management"",""hardware security""]",Custom,Enterprise,,Digital asset custody and wallet infrastructure,FALSE
multicall3,Multicall3,"[""[Website](https://www.multicall3.com)""]",Tool,"[""Contract Calls"",""Aggregation"",""RPC""]",$0,TBD,,It enables the batching of multiple calls to other smart contracts into a single transaction,FALSE
multisender,Multisender,"[""[Website](https://multisender.app/)""]",Tool,"[""Multisender"",""Multisend"",""Bulk sender"",""Send multiple tokens"",""Batch transactions"",""Token distribution""]",Custom,TBD,,It provides a specific function that development teams and project managers use to manage and distribute digital assets efficiently. It operates via the user's own smart wallet but not a wallet provider itself,FALSE
ocean-protocol-sdk,Ocean Protocol,"[""[Docs](https://docs.oceanprotocol.com/developers)""]",SDK,"[""Decentralized Data"",""Data Monetization"",""Data Exchange"",""Data Sharing"",""Blockchain Protocol"",""Data Marketplace""]",$0,TBD,,"It provides developers with a decentralized platform and a comprehensive toolkit for building data-driven applications and marketplaces, focusing on secure, privacy-preserving data sharing and monetization",FALSE
onchain-kit,Coinbase,"[""[Website](https://www.coinbase.com/blog/a-simple-guide-to-the-web3-developer-stack)""]",SDK,"[""Onchain Commerce"",""NFT minting"",""Funding flow"",""Social profile"" ]",$0,Free,,Go-to SDK for building onchain applications with pre-built templates,FALSE
onchain-test-kit,Coinbase,"[""[Website](https://www.coinbase.com/developer-platform/solutions/account-abstraction-kit)""]",Framework,"[""Testing"",""Framework""]",$0,Free,,End-to-end testing framework for blockchain apps,FALSE
onmeta,Onmeta,"[""[Website](https://onmeta.in/)""]",Tool,"[""Web3 infrastructure"",""On/Off-ramp solutions"",""Payment APIs"",""SDK integration""]",Custom,Pay-as-you-go,,"It provides developers with fiat-to-crypto i.e on-ramp and crypto-to-fiat i.e off-ramp infrastructure for integrating cryptocurrency buy and sell functionality into Web3 applications, platforms, or wallets",FALSE
openfort-free,Openfort,"[""[Website](https://openfort.xyz/)""]",Tool,"[""Wallet Infrastructure"",""Open-source"",""Onboarding"",""Cross-app Wallet""]",$0,Free,Starter,"Open-source wallet infrastructure for rapid integration of wallet functions, intuitive onboarding, and flexible user journeys for any application or ecosystem",FALSE
openfort-pay-as-you-go,Openfort,"[""[Buy](https://www.openfort.io/pricing)""]",Tool,"[""Wallet Infrastructure"",""Open-source"",""Onboarding"",""Cross-app Wallet""]",$99/$249/$599/mo,Tiered,Growth/Pro/Scale,"Open-source wallet infrastructure for rapid integration of wallet functions, intuitive onboarding, and flexible user journeys for any application or ecosystem",FALSE
openfort-enterprise,Openfort,"[""[Contact](https://cal.com/joalavedra)""]",Tool,"[""Wallet Infrastructure"",""Open-source"",""Onboarding"",""Cross-app Wallet""]",Custom,Enterprise,,"Open-source wallet infrastructure for rapid integration of wallet functions, intuitive onboarding, and flexible user journeys for any application or ecosystem",FALSE
openzeppelin,OpenZeppelin,"[""[Docs](https://docs.openzeppelin.com/contracts)""]",Library,"[""Security"",""Contracts Library""]",$0,Free,,"Library of secure community-vetted smart contracts i.e ERC20, ERC721 etc. for Ethereum development",FALSE
open-zeppelin-test-helpers,OpenZeppelin,"[""[Docs](https://docs.openzeppelin.com/)""]",Library,"[""Solidity Test"",""Smart Contract Testing"",""Assertion library""]",$0,TBD,,"It integrates with development environments like Hardhat and Web3.js to offer powerful, configurable checks for secure contract launches, acting as a key part of OpenZeppelin's broader mission to enhance blockchain security",FALSE
orbit-db,Orbit DB,"[""[Website](https://orbitdb.org/)""]",Database,"[""Decentralized database""]",$0,Free,,"It provides a serverless, distributed, peer-to-peer database for building decentralized applications",FALSE
orderly,Orderly,"[""[Website](https://orderly.network/)""]",Development platform,"[""Web3 trading infrastructure"",""Order book infrastructure"",""DEX SDK""]",Custom,TBD,,It provides the necessary tools and infrastructure for developers to create decentralized applications with a centralized exchange like trading experience,FALSE
oyente,Oyente,"[""[Website](https://github.com/enzymefinance/oyente)""]",Tool,"[""Identify Security Vulnerabilities""]",$0,TBD,,"It designed for Ethereum smart contracts, assisting developers and auditors in identifying potential security vulnerabilities",FALSE
particle,Particle,"[""[Website](https://particle.network/)""]",Development platform,"[""Web3 developer tools"",""Blockchain development tools"",""dApp development""]",Custom,TBD,,"It offers modular SDKs and infrastructure for building chain-agnostic Web3 applications with a simplified, Web2-like user experience",FALSE
paymaster,Paymaster,"[""[Docs](https://docs.cdp.coinbase.com/paymaster/introduction/welcome)""]",Tool,"[""Account Abstraction""]",Custom,TBD,,Account abstraction endpoints to send transactions and sponsor gas,FALSE
pimlico,Pimlico,"[""[Website](https://www.pimlico.io/)""]",Development platform,"[""Smart Accounts"",""Bundlers"",""Paymasters"",""ERC-4337""]",Custom,TBD,,"Infrastructure platform for building smart accounts with bundlers, verifying paymasters, and ERC-20 paymasters for gas sponsorship and enhanced transaction flows",FALSE
polyzoa,Polyzoa,"[""[Website](https://www.polyzoa.xyz/)""]",Security and compliance,"[""Anti-scam solutions"",""Threat Detection"",""Phishing Protection"",""Web3 Security""]",$0,TBD,,Developer tool provider in the Web3 space that offers an anti-scam security layer for blockchain infrastructure,FALSE
