slug,provider,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred
kuma-wallet,Kuma Wallet,"[""[Website](https://kumawallet.io/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155"",""ERC-7579"", ""XC-20""]",TRUE,$0,"[""x"",""telegram"",""discord""]","[""open to anyone""]","[""EN"",""ES"",""IT"",""JA""]",FALSE
ledger,Ledger SAS,"[""[Website](https://www.ledger.com/)""]",FALSE,"[""Desktop"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",TRUE,Paid,"[""email"",""helpdesk""]","[""Regular audits by third parties""]","[""EN"",""FR"",""ES"",""DE"",""ZH"",""JA""]",FALSE
martian-wallet,Martian Wallet,"[""[Website](https://martianwallet.xyz/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"[""DA"", ""FA""]",TRUE,$0,"[""discord""]","[""audit by third parties""]","[""EN""]",FALSE
math-wallet,Math Wallet,"[""[Website](https://www.mathwallet.org/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"",""TRC-10"",""BRC-20""]",TRUE,$0 ,"[""email"",""x"",""telegram""]","[""audit by third parties""]","[""EN"",""FR"",""ES"",""DE"",""ZH"",""NL"",""IT"",""PL"",""PT"",""JA"",""IT"",""ID"",""HI"",""NL"",""CS"",""CA"",""BG"",""AR"",""VI"",""TR"",""RU"",""FA"",""KO"",""SV"",""HA"", ""YO""]",FALSE
metamask,Metamask,"[""[Website](https://metamask.io/)""]",TRUE,"[""Web"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",FALSE,$0,"[""email"",""helpdesk""]","[""[ConsenSys Diligence](https://consensys.io/diligence/audits/)""]","[""EN"",""ES"",""FR"",""RU"",""ZH"",""JA""]",FALSE
mew,Mew,"[""[Help](https://help.myetherwallet.com/en/articles/6821718-which-cryptocurrencies-tokens-and-networks-does-mew-support)""]",TRUE,"[""iOS""]",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",FALSE,$0,"[""email"",""x""]","[""audit by third parties""]","[""EN"",""RU"",""ZH""]",FALSE
novawallet,Nova Wallet,"[""[Website](https://novawallet.io)""]",TRUE,"[""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155"",""DOT"",""KSM""]",TRUE,$0,"[""email"",""Telegram"",""GitHub"",""docs""]",,,FALSE
nsuite,NSuite,"[""[Website](https://www.nsuite.io/)""]",FALSE,"[""Desktop"",""iOS"",""Android""]",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20""]",FALSE,$500/$2000 with yearly discounts,,,"[""EN""]",FALSE
nufi-wallet,Nufi Wallet,"[""[Website](https://nu.fi/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"", ""TRC-10"", ""BRC-20""]",FALSE,Paid,"[""email""]","[""audit internally"",""third parties""]","[""EN""]",FALSE
okxwallet,OKX Wallet,"[""[Website](https://web3.okx.com/)""]",TRUE,"[""Web"",""Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",FALSE,$0,"[""email"",""helpdesk""]",,"[""EN"",""ZH""]",FALSE
onekey,OneKey,"[""[Website](https://onekey.so/)""]",TRUE,"[""Desktop"",""iOS"",""Android"",""Web""]",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"[""ERC-20"", ""ERC-721"",""EIP-721"",""EIP-1155"",""SPL"",""Algorand Standard Assets (ASA)""]",TRUE,$0,"[""[email](hi@onekey.so)"",""support website"",""x"",""github""]",,"[""EN"",""FR"",""PT"",""PT-Br"",""RU"",""DE"",""ES"",""IT"",""ID"",""ZH"",""KO"",""UA"",""VI"",""HI"",""JA""]",FALSE
ownbit,Ownbit,"[""[Website](https://ownbit.io/en/)""]",FALSE,"[""iOS"",""Android""]",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"",""TRC-10"",""BRC-20""]",TRUE,$0 ,"[""email"",""x"",""telegram""]","[""audit by third parties""]","[""EN"",""ES"",""NL"",""FL""]",FALSE
oxenflow,Oxenflow,"[""[Website](https://oxenflow.io/)""]",FALSE,"[""iOS"",""Android"",""Web""]",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20""]",FALSE,$0,"[""email"",""discord""]",,"[""EN""]",FALSE
phantom,Phantom,"[""[Website](https://phantom.com/)""]",TRUE,"[""Web"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",FALSE,$0,"[""email"",""helpdesk""]",,"[""EN"",""ES"",""FR""]",FALSE
pier-wallet,Pier Wallet,"[""[DOC](https://docs.pierwallet.com/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""EIP-4337""]",FALSE,$0,"[""email"",""discord""]","[""not availale""]","[""EN""]",FALSE
pillar,Pillar,"[""[Website](https://pillar.fi/)""]",TRUE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155"", ""ERC-7579""]",FALSE,Paid(On-chain transactions only),"[""discord"",""x"",""github""]",,"[""EN""]",FALSE
polkawallet,Polkawallet,"[""[Website](https://polkawallet.io/)""]",TRUE,"[""iOS"",""Android""]",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155"",""DOT"",""KSM""]",TRUE,$0,"[""forum"",""Github"",""Telegram""]",,,FALSE
